,Article_Name,Article_ID
1840,HTTP_cookie,A1841
1841,H_II_region,A1842
1842,Habsburg_Spain,A1843
1843,Hadrian%27s_Wall,A1844
1844,Haemophilia,A1845
1845,Hafnium,A1846
1846,Haiti,A1847
1847,Haji_Mohammad_Suharto,A1848
1848,Halfbeak,A1849
1849,Halloween,A1850
1850,Hamburg,A1851
1851,Hamilton-Burr_duel,A1852
1852,Hammurabi,A1853
1853,Hampshire,A1854
1854,Hampstead_Heath,A1855
1855,Hannibal_Barca,A1856
1856,Hanoi,A1857
1857,Harald_Maddadsson,A1858
1858,Haraldsk%C3%A6r_Woman,A1859
1859,Harare,A1860
1860,Hardball_squash,A1861
1861,Harlem_Globetrotters,A1862
1862,Harley-Davidson,A1863
1863,Harold_Macmillan,A1864
1864,Harold_Wilson,A1865
1865,Harrier_Hawk,A1866
1866,Harry_Potter,A1867
1867,Harry_S._Truman,A1868
1868,Harvest,A1869
1869,Hasekura_Tsunenaga,A1870
1870,Hassium,A1871
1871,Hatshepsut,A1872
1872,Hawaiian_Goose,A1873
1873,Hawfinch,A1874
1874,Hawk,A1875
1875,Hawk-Eye,A1876
1876,Hawking_radiation,A1877
1877,Health,A1878
1878,Heard_Island_and_McDonald_Islands,A1879
1879,Heat,A1880
1880,Hebrew_calendar,A1881
1881,Hebrew_language,A1882
1882,Hebrides,A1883
1883,Heilbronn,A1884
1884,Helen,A1885
1885,Helen_Gandy,A1886
1886,Helicobacter_pylori,A1887
1887,Heliocentrism,A1888
1888,Helium,A1889
1889,Hellenistic_Greece,A1890
1890,Hello_Garci_scandal,A1891
1891,Helmeted_Guineafowl,A1892
1892,Helsinki,A1893
1893,Henipavirus,A1894
1894,Henri_Matisse,A1895
1895,Henrik_Ibsen,A1896
1896,Henry_David_Thoreau,A1897
1897,Henry_Fonda,A1898
1898,Henry_Ford,A1899
1899,Henry_H._Rogers,A1900
1900,Henry_III_of_England,A1901
1901,Henry_II_of_England,A1902
1902,Henry_IV_of_England,A1903
1903,Henry_I_of_England,A1904
1904,Henry_James,A1905
1905,Henry_Moore,A1906
1906,Henry_Morrison_Flagler,A1907
1907,Henry_Morton_Stanley,A1908
1908,Henry_Purcell,A1909
1909,Henry_Rollins,A1910
1910,Henry_VIII_of_England,A1911
1911,Henry_VII_of_England,A1912
1912,Henry_VI_of_England,A1913
1913,Henry_V_of_England,A1914
1914,Henry_Wood_%28conductor%29,A1915
1915,Hepatocellular_carcinoma,A1916
1916,Hepatorenal_syndrome,A1917
1917,Heracles,A1918
1918,Heraclius,A1919
1919,Heraldry,A1920
1920,Herbert_Hoover,A1921
1921,Herbig-Haro_object,A1922
1922,Herbivore,A1923
1923,Hermann_Maier,A1924
1924,Hern%C3%A1n_Cort%C3%A9s,A1925
1925,Hero_of_Ukraine,A1926
1926,Hero_of_the_Russian_Federation,A1927
1927,Herodotus,A1928
1928,Heron,A1929
1929,Herrerasaurus,A1930
1930,Herring_Gull,A1931
1931,Hey_Jude,A1932
1932,Hickman%27s_potentilla,A1933
1933,High_German_consonant_shift,A1934
1934,Hilda_of_Whitby,A1935
1935,Himalayas,A1936
1936,Himno_Nacional_Mexicano,A1937
1937,Hindi,A1938
1938,Hinduism,A1939
1939,Hip_hop_music,A1940
1940,Hippocrates,A1941
1941,Hippopotamus,A1942
1942,Hiroh_Kikai,A1943
1943,Hirohito,A1944
1944,History,A1945
1945,History_of_Alaska,A1946
1946,History_of_Anglo-Saxon_England,A1947
1947,History_of_Arizona,A1948
1948,History_of_Buddhism,A1949
1949,History_of_Burnside,A1950
1950,History_of_Cape_Colony_from_1806_to_1870,A1951
1951,History_of_Cape_Colony_from_1870_to_1899,A1952
1952,History_of_Central_Asia,A1953
1953,History_of_Earth,A1954
1954,History_of_Greece,A1955
1955,History_of_Greenland,A1956
1956,History_of_Limerick,A1957
1957,History_of_Louisville%2C_Kentucky,A1958
1958,History_of_Miami%2C_Florida,A1959
1959,History_of_New_Jersey,A1960
1960,History_of_Northwest_Territories_capital_cities,A1961
1961,History_of_Poland_%281945%E2%80%931989%29,A1962
1962,History_of_Portugal_%281777%E2%80%931834%29,A1963
1963,History_of_Puerto_Rico,A1964
1964,History_of_Russia,A1965
1965,History_of_Singapore,A1966
1966,History_of_Solidarity,A1967
1967,History_of_South_Africa,A1968
1968,History_of_South_Africa_in_the_apartheid_era,A1969
1969,History_of_South_Carolina,A1970
1970,History_of_Wikipedia,A1971
1971,History_of_computing_hardware,A1972
1972,History_of_democracy,A1973
1973,History_of_education,A1974
1974,History_of_merit_badges_%28Boy_Scouts_of_America%29,A1975
1975,History_of_nuclear_weapons,A1976
1976,History_of_painting,A1977
1977,History_of_post-Soviet_Russia,A1978
1978,History_of_saffron,A1979
1979,History_of_science,A1980
1980,History_of_slavery,A1981
1981,History_of_the_Australian_Capital_Territory,A1982
1982,History_of_the_Grand_Canyon_area,A1983
1983,History_of_the_Internet,A1984
1984,History_of_the_Netherlands,A1985
1985,History_of_the_Panama_Canal,A1986
1986,History_of_the_Portuguese_Communist_Party,A1987
1987,History_of_the_Royal_Australian_Navy,A1988
1988,History_of_the_West_Indian_cricket_team,A1989
1989,History_of_the_world,A1990
1990,Ho_Chi_Minh,A1991
1991,Ho_Chi_Minh_City,A1992
1992,Holkham_Hall,A1993
1993,Hollandic,A1994
1994,Holmium,A1995
1995,Holy_Roman_Empire,A1996
1996,Homer,A1997
1997,Homestar_Runner,A1998
1998,Homo_floresiensis,A1999
1999,Honduras,A2000
2000,Honey,A2001
2001,Honey_bee,A2002
2002,Hong_Kong,A2003
2003,Hoover_Dam,A2004
2004,Hopman_Cup,A2005
2005,Horatio_Nelson%2C_1st_Viscount_Nelson,A2006
2006,Horn_of_Africa,A2007
2007,Horse,A2008
2008,Hot_air_balloon,A2009
2009,House,A2010
2010,House_Martin,A2011
2011,House_Sparrow,A2012
2012,House_of_Lords,A2013
2013,Household_income_in_the_United_States,A2014
2014,Houston%2C_Texas,A2015
2015,Hovercraft,A2016
2016,Howards_End,A2017
2017,Howland_Island,A2018
2018,Hrafnkels_saga,A2019
2019,Hubbard_Glacier,A2020
2020,Hubble%27s_law,A2021
2021,Hubble_Deep_Field,A2022
2022,Hubble_Space_Telescope,A2023
2023,Hudson_Bay,A2024
2024,Hugo_Wolf,A2025
2025,Human,A2026
2026,Human_abdomen,A2027
2027,Human_dignity,A2028
2028,Human_rights,A2029
2029,Humanism,A2030
2030,Humanities,A2031
2031,Humbert_Roque_Versace,A2032
2032,Humour,A2033
2033,Humpback_Whale,A2034
2034,Humphry_Davy,A2035
2035,Humus,A2036
2036,Hundred_Years%27_War,A2037
2037,Hungary,A2038
2038,Hunger,A2039
2039,Huntington%27s_disease,A2040
2040,Hurricane_Alex_%282004%29,A2041
2041,Hurricane_Andrew,A2042
2042,Hurricane_Camille,A2043
2043,Hurricane_Charley,A2044
2044,Hurricane_Danny_%281997%29,A2045
2045,Hurricane_David,A2046
2046,Hurricane_Dennis,A2047
2047,Hurricane_Edouard_%281996%29,A2048
2048,Hurricane_Epsilon_%282005%29,A2049
2049,Hurricane_Felix_%281995%29,A2050
2050,Hurricane_Floyd,A2051
2051,Hurricane_Georges,A2052
2052,Hurricane_Gloria,A2053
2053,Hurricane_Ivan,A2054
2054,Hurricane_John_%281994%29,A2055
2055,Hurricane_John_%282006%29,A2056
2056,Hurricane_Katrina,A2057
2057,Hurricane_Lenny,A2058
2058,Hurricane_Marty_%282003%29,A2059
2059,Hurricane_Mitch,A2060
2060,Hurricane_Philippe_%282005%29,A2061
2061,Hurricane_Vince_%282005%29,A2062
2062,Husein_Grada%C5%A1%C4%8Devi%C4%87,A2063
2063,Hutu,A2064
2064,Hyde_Park%2C_London,A2065
2065,Hydrochloric_acid,A2066
2066,Hydrogen,A2067
2067,Hydrogen_peroxide,A2068
2068,Hydrology,A2069
2069,Hyena,A2070
2070,Hymenoptera,A2071
2071,Hypsilophodon,A2072
2072,IG_Farben_Building,A2073
2073,IPod,A2074
2074,ITunes,A2075
2075,I_Ching,A2076
2076,I_Want_to_Hold_Your_Hand,A2077
2077,Ibn_Battuta,A2078
2078,Ice,A2079
2079,Ice_age,A2080
2080,Ice_hockey,A2081
2081,Ice_sheet,A2082
2082,Iceland,A2083
2083,Iceland_hotspot,A2084
2084,Ichthyosaur,A2085
2085,Idit_Harel_Caperton,A2086
2086,Idolatry,A2087
2087,Igneous_rock,A2088
2088,Igor_Stravinsky,A2089
2089,Iguanodon,A2090
2090,Ike_Altgens,A2091
2091,Imagism,A2092
2092,Immanuel_Kant,A2093
2093,Imperative_programming,A2094
2094,Imperial_Japanese_Navy,A2095
2095,Impressionism,A2096
2096,Inca_Empire,A2097
2097,Income_disparity,A2098
2098,India,A2099
2099,Indian_Institutes_of_Technology,A2100
2100,Indian_Ocean,A2101
2101,Indian_Peafowl,A2102
2102,Indian_Railways,A2103
2103,Indian_Standard_Time,A2104
2104,Indian_cricket_team,A2105
2105,Indian_independence_movement,A2106
2106,Indira_Gandhi,A2107
2107,Indium,A2108
2108,Indo-Greek_Kingdom,A2109
2109,Indonesia,A2110
2110,Indonesian_language,A2111
2111,Indricotherium,A2112
2112,Inductance,A2113
2113,Indus_River,A2114
2114,Indus_Valley_Civilization,A2115
2115,Industrial_Revolution,A2116
2116,Industry,A2117
2117,Information,A2118
2118,Infrastructure,A2119
2119,Inner_Hebrides,A2120
2120,Insect,A2121
2121,Insulin,A2122
2122,Integrated_circuit,A2123
2123,Intel_Corporation,A2124
2124,Intelligence,A2125
2125,InterBase,A2126
2126,International_Court_of_Justice,A2127
2127,International_English,A2128
2128,International_Red_Cross_and_Red_Crescent_Movement,A2129
2129,International_Space_Station,A2130
2130,International_human_rights_instruments,A2131
2131,International_law,A2132
2132,Internet,A2133
2133,Internet_Explorer,A2134
2134,Interpol,A2135
2135,Introduction_to_special_relativity,A2136
2136,Invasion,A2137
2137,Invasion_of_Grenada,A2138
2138,Invasive_species,A2139
2139,Invertebrate,A2140
2140,Investment_banking,A2141
2141,Iodine,A2142
2142,Iowa_class_battleship,A2143
2143,Ipswich,A2144
2144,Iran,A2145
2145,Iranian_peoples,A2146
2146,Iraq,A2147
2147,Iraq_War,A2148
2148,Iraq_and_weapons_of_mass_destruction,A2149
2149,Ireland,A2150
2150,Ireland_King_of_Arms,A2151
2151,Iridium,A2152
2152,Irish_Sea,A2153
2153,Irish_people,A2154
2154,Irish_poetry,A2155
2155,Irish_theatre,A2156
2156,Iron,A2157
2157,Iron%28III%29_chloride,A2158
2158,Iron_Age,A2159
2159,Iron_Maiden,A2160
2160,Iron_Mike,A2161
2161,Irrigation,A2162
2162,Isaac,A2163
2163,Isaac_Asimov,A2164
2164,Isaac_Brock,A2165
2165,Isaac_Newton,A2166
2166,Isambard_Kingdom_Brunel,A2167
2167,Isan,A2168
2168,Ishango_bone,A2169
2169,Isis,A2170
2170,Islam,A2171
2171,Islamic_republic,A2172
2172,Island_Fox,A2173
2173,Isle_of_Man,A2174
2174,Isle_of_Wight,A2175
2175,Isles_of_Scilly,A2176
2176,Isospin,A2177
2177,Israel,A2178
2178,Issyk_Kul,A2179
2179,Istanbul,A2180
2180,Italian_Renaissance,A2181
2181,Italian_War_of_1521,A2182
2182,Italo_disco,A2183
2183,Italy,A2184
2184,Ivan_IV_of_Russia,A2185
2185,Ivory,A2186
2186,Ivory-billed_Woodpecker,A2187
2187,J%C3%B3rv%C3%ADk,A2188
2188,J%C3%B3zef_Pi%C5%82sudski,A2189
2189,J._J._Thomson,A2190
2190,J._K._Rowling,A2191
2191,J._M._W._Turner,A2192
2192,J._R._R._Tolkien,A2193
2193,J._S._Fry_%26_Sons,A2194
2194,Jack_Kerouac,A2195
2195,Jackal,A2196
2196,Jackanory,A2197
2197,Jackdaw,A2198
2198,Jackie_Robinson,A2199
2199,Jacob_Riis,A2200
2200,Jacobite_rising,A2201
2201,Jacques-Louis_David,A2202
2202,Jacques_Cartier,A2203
2203,Jakarta,A2204
2204,Jake_Gyllenhaal,A2205
2205,Jamaica,A2206
2206,James_Bond,A2207
2207,James_Buchanan,A2208
2208,James_Callaghan,A2209
2209,James_Clerk_Maxwell,A2210
2210,James_Cook,A2211
2211,James_D._Watson,A2212
2212,James_Garfield,A2213
2213,James_II_of_England,A2214
2214,James_I_of_England,A2215
2215,James_Joyce,A2216
2216,James_K._Polk,A2217
2217,James_Lovelock,A2218
2218,James_Monroe,A2219
2219,James_Stewart_%28actor%29,A2220
2220,James_T._Aubrey%2C_Jr.,A2221
2221,James_Watt,A2222
2222,Jan_Mayen,A2223
2223,Jane_Austen,A2224
2224,Jane_Eyre,A2225
2225,Jane_Fonda,A2226
2226,Japan,A2227
2227,Japanese_grammar,A2228
2228,Japanese_war_crimes,A2229
2229,Japanese_yen,A2230
2230,Jarvis_Island,A2231
2231,Jaws_%28film%29,A2232
2232,Jazz,A2233
2233,Jean-Jacques_Rousseau,A2234
2234,Jean_Charles_de_Menezes,A2235
2235,Jehovah,A2236
2236,Jerry_Fodor,A2237
2237,Jersey,A2238
2238,Jersey_Zoological_Park,A2239
2239,Jerusalem,A2240
2240,Jesse_Owens,A2241
2241,Jesus,A2242
2242,Jet_Set_Willy,A2243
2243,Jet_engine,A2244
2244,Jew,A2245
2245,Jewellery,A2246
2246,Jiaogulan,A2247
2247,Jimmy_Carter,A2248
2248,Jimmy_Wales,A2249
2249,Joan_of_Arc,A2250
2250,Jocelin,A2251
2251,Joel_Brand,A2252
2252,Johann_Pachelbel,A2253
2253,Johann_Sebastian_Bach,A2254
2254,Johann_Wolfgang_Goethe,A2255
2255,Johannes_Gutenberg,A2256
2256,Johannes_Kepler,A2257
2257,Johannes_Ockeghem,A2258
2258,Johannesburg,A2259
2259,John_A.T._Robinson,A2260
2260,John_Adams,A2261
2261,John_Bull_%28locomotive%29,A2262
2262,John_Cabot,A2263
2263,John_Calvin,A2264
2264,John_Constable,A2265
2265,John_Dee,A2266
2266,John_F._Kennedy,A2267
2267,John_F._Kennedy_assassination,A2268
2268,John_Flamsteed,A2269
2269,John_Henninger_Reagan,A2270
2270,John_Howard,A2271
2271,John_Locke,A2272
2272,John_Logie_Baird,A2273
2273,John_Marshall,A2274
2274,John_Maynard_Keynes,A2275
2275,John_McEnroe,A2276
2276,John_Millington_Synge,A2277
2277,John_Milton,A2278
2278,John_Pershing,A2279
2279,John_Seigenthaler%2C_Sr.,A2280
2280,John_Sentamu,A2281
2281,John_Tyler,A2282
2282,John_Vanbrugh,A2283
2283,John_W._Campbell,A2284
2284,John_W._Johnston,A2285
2285,John_of_England,A2286
2286,John_von_Neumann,A2287
2287,Johnny_Appleseed,A2288
2288,Johnston_Atoll,A2289
2289,Jomsvikings,A2290
2290,Jonah_Lomu,A2291
2291,Jonathan_Wild,A2292
2292,Jordan,A2293
2293,Jordan_River,A2294
2294,Jordanhill_railway_station,A2295
2295,Jorge_Luis_Borges,A2296
2296,Joseph_Haydn,A2297
2297,Joseph_Stalin,A2298
2298,Joseph_and_the_Amazing_Technicolor_Dreamcoat,A2299
2299,Josephus,A2300
2300,Juan_Sebasti%C3%A1n_Elcano,A2301
2301,Judaism,A2302
2302,Juice,A2303
2303,Julius_Caesar,A2304
2304,Julius_and_Ethel_Rosenberg,A2305
2305,July_2006_Java_earthquake,A2306
2306,Jump_rope,A2307
2307,Juniper_berry,A2308
2308,Jupiter,A2309
2309,Jupiter_%28mythology%29,A2310
2310,Jurassic,A2311
2311,Juvenile_delinquency,A2312
2312,Jyllands-Posten_Muhammad_cartoons_controversy,A2313
2313,K%C4%ABlauea,A2314
2314,Kaffir_lime,A2315
2315,Kakapo,A2316
2316,Kakariki,A2317
2317,Kangaroo,A2318
2318,Kansas_City%2C_Missouri,A2319
2319,Karachi,A2320
2320,Kargil_War,A2321
2321,Karikkoselk%C3%A4,A2322
2322,Karl_Benz,A2323
2323,Karl_Marx,A2324
2324,Karl_Popper,A2325
2325,Kashmir_region,A2326
2326,Katana,A2327
2327,Katyn_massacre,A2328
2328,Kazakhstan,A2329
2329,Keira_Knightley,A2330
2330,Kenya,A2331
2331,Kerala,A2332
2332,Kestrel,A2333
2333,Keurusselk%C3%A4,A2334
2334,Kevin_Spacey,A2335
2335,Khan_Wali_Khan,A2336
2336,Khartoum,A2337
2337,Khazars,A2338
2338,Khudai_Khidmatgar,A2339
2339,Kidnapped_%28novel%29,A2340
2340,Kiev,A2341
2341,Kigali,A2342
2342,Kigo,A2343
2343,King_Arthur,A2344
2344,King_Kong_%281933_film%29,A2345
2345,King_Kong_%282005_film%29,A2346
2346,Kingman_Reef,A2347
2347,Kipchaks_in_Georgia,A2348
2348,Kiribati,A2349
2349,Kite_%28bird%29,A2350
2350,Kitsch,A2351
2351,Klinefelter%27s_syndrome,A2352
2352,Knights_of_Columbus,A2353
2353,Kochi_%28India%29,A2354
2354,Kofi_Annan,A2355
2355,Kohlberg%27s_stages_of_moral_development,A2356
2356,Kolkata,A2357
2357,Konrad_Lorenz,A2358
2358,Kookaburra,A2359
2359,Korea,A2360
2360,Koryaksky,A2361
2361,Kosovo,A2362
2362,Krag-J%C3%B8rgensen,A2363
2363,Krakatoa,A2364
2364,Krazy_Kat,A2365
2365,Krill,A2366
2366,Krypton,A2367
2367,Ku_Klux_Klan,A2368
2368,Kuala_Lumpur,A2369
2369,Kubla_Khan,A2370
2370,Kuiper_belt,A2371
2371,Kurt_Cobain,A2372
2372,Kuru_%28disease%29,A2373
2373,Kuwait,A2374
2374,Kuwait_City,A2375
2375,Kylie_Minogue,A2376
2376,Kyoto_Protocol,A2377
2377,Kyrgyzstan,A2378
2378,L._S._Lowry,A2379
2379,LANSA_Cuzco_Crash,A2380
2380,La_Grande_Arm%C3%A9e,A2381
2381,La_Paz,A2382
2382,Labor_Day_Hurricane_of_1935,A2383
2383,Ladysmith_Black_Mambazo,A2384
2384,Lagos,A2385
2385,Laika,A2386
2386,Lake_Albert,A2387
2387,Lake_Baikal,A2388
2388,Lake_Burley_Griffin,A2389
2389,Lake_Chad,A2390
2390,Lake_District,A2391
2391,Lake_Edward,A2392
2392,Lake_Kariba,A2393
2393,Lake_Kivu,A2394
2394,Lake_Malawi,A2395
2395,Lake_Mead,A2396
2396,Lake_Powell,A2397
2397,Lake_Superior,A2398
2398,Lake_Tahoe,A2399
2399,Lake_Tanganyika,A2400
2400,Lake_Titicaca,A2401
2401,Lake_Toba,A2402
2402,Lake_Turkana,A2403
2403,Lake_Victoria,A2404
2404,Lake_Vostok,A2405
2405,Lance_Armstrong,A2406
2406,Lancia_Flaminia,A2407
2407,Land_%28economics%29,A2408
2408,Landform,A2409
2409,Landscape,A2410
2410,Language,A2411
2411,Lanthanum,A2412
2412,Laos,A2413
2413,Laozi,A2414
2414,Las_Palmas_de_Gran_Canaria,A2415
2415,Las_Vegas%2C_Nevada,A2416
2416,Last_Supper,A2417
2417,Latin,A2418
2418,Latin_America,A2419
2419,Latin_alphabet,A2420
2420,Latvia,A2421
2421,Laurence_Olivier,A2422
2422,Laurent_Fignon,A2423
2423,Lavender,A2424
2424,Law,A2425
2425,Lawn,A2426
2426,Lawrencium,A2427
2427,Laws_in_Wales_Acts_1535%E2%80%931542,A2428
2428,Layla,A2429
2429,Lead,A2430
2430,Lead%28II%29_nitrate,A2431
2431,League_of_Nations,A2432
2432,Leaning_Tower_of_Pisa,A2433
2433,Lebanon,A2434
2434,Leeds,A2435
2435,Lego,A2436
2436,Leicester,A2437
2437,Leif_Ericson,A2438
2438,Leisure,A2439
2439,Lemon,A2440
2440,Lemon_balm,A2441
2441,Lemon_myrtle,A2442
2442,Lens_%28anatomy%29,A2443
2443,Leo_%28constellation%29,A2444
2444,Leo_Tolstoy,A2445
2445,Leon_Trotsky,A2446
2446,Leonardo_da_Vinci,A2447
2447,Leonhard_Euler,A2448
2448,Lerwick,A2449
2449,Lesotho,A2450
2450,Lesothosaurus,A2451
2451,Lettuce,A2452
2452,Levee_failures_in_Greater_New_Orleans%2C_2005,A2453
2453,Lhasa,A2454
2454,Liberal_Democrats,A2455
2455,Liberal_democracy,A2456
2456,Liberalism,A2457
2457,Liberia,A2458
2458,Libertarianism,A2459
2459,Library,A2460
2460,Library_of_Alexandria,A2461
2461,Library_of_Congress,A2462
2462,Libreville,A2463
2463,Libya,A2464
2464,Liechtenstein,A2465
2465,Life,A2466
2466,Light,A2467
2467,Lighthouse_of_Alexandria,A2468
2468,Lighting_designer,A2469
2469,Lightning_rod,A2470
2470,Lille,A2471
2471,Lilongwe,A2472
2472,Lima,A2473
2473,Limerick,A2474
2474,Lincoln_%28automobile%29,A2475
2475,Lincoln_Town_Car,A2476
2476,Lindisfarne_Gospels,A2477
2477,Linear_algebra,A2478
2478,Linguistics,A2479
2479,Link_%28The_Legend_of_Zelda%29,A2480
2480,Linnet,A2481
2481,Linus_Pauling,A2482
2482,Linus_Torvalds,A2483
2483,Linux,A2484
2484,Lion,A2485
2485,Lipid,A2486
2486,Liquid_crystal,A2487
2487,Lisbon,A2488
2488,List_of_African_countries,A2489
2489,List_of_Archbishops_of_Canterbury,A2490
2490,List_of_Asian_countries,A2491
2491,List_of_Canadian_provinces_and_territories_by_area,A2492
2492,List_of_European_Union_member_states_by_accession,A2493
2493,List_of_European_countries,A2494
2494,List_of_French_monarchs,A2495
2495,List_of_North_American_countries,A2496
2496,List_of_Oceanian_countries,A2497
2497,List_of_Prime_Ministers_of_the_United_Kingdom,A2498
2498,List_of_South_American_countries,A2499
2499,List_of_Test_cricket_triple_centuries,A2500
2500,List_of_U.S._states_by_date_of_statehood,A2501
2501,List_of_animal_welfare_groups,A2502
2502,List_of_areas_in_the_National_Park_System_of_the_United_States,A2503
2503,List_of_circulating_currencies,A2504
2504,List_of_countries,A2505
2505,List_of_countries_by_system_of_government,A2506
2506,List_of_elements_by_name,A2507
2507,List_of_essential_oils,A2508
2508,List_of_lakes,A2509
2509,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,A2510
2510,List_of_minerals,A2511
2511,List_of_monarchs_in_the_British_Isles,A2512
2512,List_of_particles,A2513
2513,List_of_popes,A2514
2514,List_of_rivers_by_length,A2515
2515,List_of_sovereign_states,A2516
2516,List_of_universities_in_the_United_Kingdom,A2517
2517,List_of_vegetable_oils,A2518
2518,List_of_world%27s_largest_lakes,A2519
2519,Literacy,A2520
2520,Literature,A2521
2521,Lithium,A2522
2522,Lithium_aluminium_hydride,A2523
2523,Lithuania,A2524
2524,Little_Women,A2525
2525,Liverpool,A2526
2526,Liverpool_F.C.,A2527
2527,Liverpool_and_Manchester_Railway,A2528
2528,Llandudno,A2529
2529,Llywelyn_the_Great,A2530
2530,Local_community,A2531
2531,Local_government_in_the_United_Kingdom,A2532
2532,Loch,A2533
2533,Loch_Ness,A2534
2534,Logba_language,A2535
2535,Logic,A2536
2536,Logistics,A2537
2537,Lom%C3%A9,A2538
2538,London,A2539
2539,London_Bridge,A2540
2540,London_Underground,A2541
2541,London_Zoo,A2542
2542,London_sewerage_system,A2543
2543,Lone_Wolf_%28gamebooks%29,A2544
2544,Long-billed_Vulture,A2545
2545,Long-tailed_Tit,A2546
2546,Long_pepper,A2547
2547,Longship,A2548
2548,Looney_Tunes,A2549
2549,Lope_de_Barrientos,A2550
2550,Lord%27s_Resistance_Army,A2551
2551,Lord_Voldemort,A2552
2552,Los_Angeles%2C_California,A2553
2553,Lost_%28TV_series%29,A2554
2554,Lothal,A2555
2555,Lottie_Dod,A2556
2556,Louis_Armstrong,A2557
2557,Louis_Freeh,A2558
2558,Louis_Jordan,A2559
2559,Louis_Pasteur,A2560
2560,Louis_XIV_of_France,A2561
2561,Louisville%2C_Kentucky,A2562
2562,Lovage,A2563
2563,Love,A2564
2564,Lucy%2C_Lady_Duff-Gordon,A2565
2565,Ludwig_Wittgenstein,A2566
2566,Ludwig_van_Beethoven,A2567
2567,Luftwaffe,A2568
2568,Luminiferous_aether,A2569
2569,Lunar_eclipse,A2570
2570,Lung_cancer,A2571
2571,Lusaka,A2572
2572,Lutetium,A2573
2573,Luxembourg,A2574
2574,Luxembourg_%28city%29,A2575
2575,Lyme_disease,A2576
2576,Lyndon_B._Johnson,A2577
2577,Lynton_and_Barnstaple_Railway,A2578
2578,Lyon,A2579
2579,M%2AA%2AS%2AH_%28TV_series%29,A2580
2580,M-10001,A2581
2581,M-10003-6,A2582
2582,M1_motorway,A2583
2583,M25_motorway,A2584
2584,M6_motorway,A2585
2585,MINI_%28BMW%29,A2586
2586,Macau,A2587
2587,Macbeth,A2588
2588,Macbeth_of_Scotland,A2589
2589,Macedon,A2590
2590,Machu_Picchu,A2591
2591,Macintosh,A2592
2592,Mackenzie_River,A2593
2593,Madagascar,A2594
2594,Madama_Butterfly,A2595
2595,Madrid,A2596
2596,Magdalena_Abakanowicz,A2597
2597,Magellanic_Penguin,A2598
2598,Maghreb,A2599
2599,Magic__The_Gathering,A2600
2600,Maglev_train,A2601
2601,Magma,A2602
2602,Magna_Carta,A2603
2603,Magnesium,A2604
2604,Magnet,A2605
2605,Magnetism,A2606
2606,Magpie,A2607
2607,Mahabharata,A2608
2608,Mahatma_Gandhi,A2609
2609,Mahjong,A2610
2610,Mahmoud_Abbas,A2611
2611,Maiasaura,A2612
2612,Maize,A2613
2613,Makuria,A2614
2614,Malaria,A2615
2615,Malaspina_Glacier,A2616
2616,Malawi,A2617
2617,Malaysia,A2618
2618,Malcolm_III_of_Scotland,A2619
2619,Malcolm_II_of_Scotland,A2620
2620,Malcolm_X,A2621
2621,Maldives,A2622
2622,Mali,A2623
2623,Mallard,A2624
2624,Malta,A2625
2625,Malwa_%28Madhya_Pradesh%29,A2626
2626,Mamenchisaurus,A2627
2627,Mammal,A2628
2628,Mammoth,A2629
2629,Mammoth_Cave_National_Park,A2630
2630,Mancala,A2631
2631,Manchester,A2632
2632,Manchester_United_F.C.,A2633
2633,Mandan,A2634
2634,Manganese,A2635
2635,Mango,A2636
2636,Manifest_Destiny,A2637
2637,Manifold,A2638
2638,Manila,A2639
2639,Manorialism,A2640
2640,Manuel_I_Komnenos,A2641
2641,Manufacturing,A2642
2642,Mao_Zedong,A2643
2643,Map_projection,A2644
2644,Maputo,A2645
2645,Marc_Pugh,A2646
2646,Marcel_Lefebvre,A2647
2647,Marcel_Proust,A2648
2648,Marco_Polo,A2649
2649,Marcus_Allen,A2650
2650,Margaret_Sanger,A2651
2651,Margaret_Thatcher,A2652
2652,Margate,A2653
2653,Margin_of_error,A2654
2654,Marginated_Tortoise,A2655
2655,Marie_Curie,A2656
2656,Mario,A2657
2657,Marjoram,A2658
2658,Mark_Antony,A2659
2659,Mark_Twain,A2660
2660,Mark_Twain_House,A2661
2661,Mark_Webber,A2662
2662,Market,A2663
2663,Markup_language,A2664
2664,Mars,A2665
2665,Mars_Exploration_Rover,A2666
2666,Mars_Reconnaissance_Orbiter,A2667
2667,Marseille,A2668
2668,Marshall_Islands,A2669
2669,Marshall_Plan,A2670
2670,Martello_tower,A2671
2671,Martin_Luther,A2672
2672,Martin_Luther_King%2C_Jr.,A2673
2673,Martin_Van_Buren,A2674
2674,Martina_Navratilova,A2675
2675,Martinique,A2676
2676,Marvin_Gaye,A2677
2677,Marxism,A2678
2678,Mary_II_of_England,A2679
2679,Mary_I_of_England,A2680
2680,Mary_I_of_Scotland,A2681
2681,Mary_Kingsley,A2682
2682,Mary_Seacole,A2683
2683,Mary_Somerville,A2684
2684,Maseru,A2685
2685,Mass_Rapid_Transit_%28Singapore%29,A2686
2686,Mass_media,A2687
2687,Massospondylus,A2688
2688,Material_properties_of_diamond,A2689
2689,Mathematical_analysis,A2690
2690,Mathematics,A2691
2691,Matilda_of_Boulogne,A2692
2692,Matrix_%28mathematics%29,A2693
2693,Matsuo_Bash%C5%8D,A2694
2694,Matter,A2695
