,Human_Path_Length,Shortest_Path_Length,Ratio
21469,4,3,1.3333333333333333
21470,9,4,2.25
21471,9,4,2.25
21472,6,4,1.5
21473,8,3,2.6666666666666665
21474,4,3,1.3333333333333333
21475,2,2,1.0
21476,4,3,1.3333333333333333
21477,11,4,2.75
21478,5,4,1.25
21479,7,4,1.75
21480,3,3,1.0
21481,9,4,2.25
21482,10,4,2.5
21483,7,3,2.3333333333333335
21484,3,3,1.0
21485,3,3,1.0
21486,5,3,1.6666666666666667
21487,4,3,1.3333333333333333
21488,7,3,2.3333333333333335
21489,11,5,2.2
21490,6,3,2.0
21491,9,3,3.0
21492,20,3,6.666666666666667
21493,6,3,2.0
21494,6,3,2.0
21495,4,3,1.3333333333333333
21496,3,3,1.0
21497,1,1,1.0
21498,2,2,1.0
21499,4,2,2.0
21500,5,2,2.5
21501,8,2,4.0
21502,4,2,2.0
21503,6,3,2.0
21504,6,2,3.0
21505,2,2,1.0
21506,12,4,3.0
21507,6,2,3.0
21508,3,2,1.5
21509,6,3,2.0
21510,4,2,2.0
21511,3,2,1.5
21512,2,2,1.0
21513,6,3,2.0
21514,10,3,3.3333333333333335
21515,4,3,1.3333333333333333
21516,3,3,1.0
21517,6,4,1.5
21518,6,4,1.5
21519,6,4,1.5
21520,4,2,2.0
21521,3,2,1.5
21522,4,2,2.0
21523,2,2,1.0
21524,15,2,7.5
21525,4,2,2.0
21526,6,2,3.0
21527,7,2,3.5
21528,2,2,1.0
21529,7,2,3.5
21530,4,2,2.0
21531,11,2,5.5
21532,5,2,2.5
21533,4,2,2.0
21534,5,2,2.5
21535,3,2,1.5
21536,4,3,1.3333333333333333
21537,4,2,2.0
21538,10,2,5.0
21539,3,2,1.5
21540,16,3,5.333333333333333
21541,9,3,3.0
21542,5,3,1.6666666666666667
21543,4,3,1.3333333333333333
21544,5,3,1.6666666666666667
21545,9,3,3.0
21546,6,3,2.0
21547,3,2,1.5
21548,3,2,1.5
21549,4,4,1.0
21550,3,3,1.0
21551,6,4,1.5
21552,8,4,2.0
21553,24,3,8.0
21554,4,4,1.0
21555,2,2,1.0
21556,3,3,1.0
21557,3,2,1.5
21558,2,2,1.0
21559,13,3,4.333333333333333
21560,11,3,3.6666666666666665
21561,4,3,1.3333333333333333
21562,4,3,1.3333333333333333
21563,4,3,1.3333333333333333
21564,3,3,1.0
21565,3,3,1.0
21566,4,3,1.3333333333333333
21567,4,3,1.3333333333333333
21568,7,3,2.3333333333333335
21569,12,4,3.0
21570,7,4,1.75
21571,11,2,5.5
21572,4,2,2.0
21573,5,2,2.5
21574,5,3,1.6666666666666667
21575,5,3,1.6666666666666667
21576,4,3,1.3333333333333333
21577,4,3,1.3333333333333333
21578,3,3,1.0
21579,4,3,1.3333333333333333
21580,3,2,1.5
21581,11,2,5.5
21582,3,2,1.5
21583,4,3,1.3333333333333333
21584,3,3,1.0
21585,2,2,1.0
21586,9,3,3.0
21587,6,3,2.0
21588,6,2,3.0
21589,3,2,1.5
21590,3,2,1.5
21591,7,2,3.5
21592,7,2,3.5
21593,10,2,5.0
21594,4,2,2.0
21595,2,2,1.0
21596,2,2,1.0
21597,4,2,2.0
21598,5,2,2.5
21599,4,2,2.0
21600,3,2,1.5
21601,4,3,1.3333333333333333
21602,7,3,2.3333333333333335
21603,5,3,1.6666666666666667
21604,4,3,1.3333333333333333
21605,5,3,1.6666666666666667
21606,8,3,2.6666666666666665
21607,9,3,3.0
21608,3,3,1.0
21609,2,2,1.0
21610,3,3,1.0
21611,14,3,4.666666666666667
21612,8,3,2.6666666666666665
21613,4,3,1.3333333333333333
21614,4,3,1.3333333333333333
21615,8,3,2.6666666666666665
21616,11,3,3.6666666666666665
21617,12,3,4.0
21618,3,3,1.0
21619,9,3,3.0
21620,4,3,1.3333333333333333
21621,3,3,1.0
21622,2,2,1.0
21623,4,2,2.0
21624,4,2,2.0
21625,3,2,1.5
21626,4,2,2.0
21627,10,3,3.3333333333333335
21628,14,4,3.5
21629,2,2,1.0
21630,5,4,1.25
21631,9,4,2.25
21632,8,3,2.6666666666666665
21633,4,3,1.3333333333333333
21634,4,3,1.3333333333333333
21635,5,3,1.6666666666666667
21636,4,3,1.3333333333333333
21637,4,3,1.3333333333333333
21638,7,3,2.3333333333333335
21639,4,3,1.3333333333333333
21640,3,3,1.0
21641,3,2,1.5
21642,3,3,1.0
21643,7,3,2.3333333333333335
21644,10,4,2.5
21645,8,4,2.0
21646,3,3,1.0
21647,14,3,4.666666666666667
21648,9,3,3.0
21649,3,3,1.0
21650,12,4,3.0
21651,3,3,1.0
21652,15,3,5.0
21653,3,3,1.0
21654,2,2,1.0
21655,4,2,2.0
21656,7,1,7.0
21657,3,3,1.0
21658,2,1,2.0
21659,3,2,1.5
21660,1,1,1.0
21661,11,3,3.6666666666666665
21662,3,2,1.5
21663,6,3,2.0
21664,4,4,1.0
21665,4,3,1.3333333333333333
21666,4,2,2.0
21667,10,2,5.0
21668,5,3,1.6666666666666667
21669,2,2,1.0
21670,2,2,1.0
21671,5,3,1.6666666666666667
21672,8,3,2.6666666666666665
21673,6,3,2.0
21674,8,3,2.6666666666666665
21675,3,3,1.0
21676,7,3,2.3333333333333335
21677,16,3,5.333333333333333
21678,19,3,6.333333333333333
21679,8,3,2.6666666666666665
21680,17,3,5.666666666666667
21681,8,3,2.6666666666666665
21682,2,2,1.0
21683,3,2,1.5
21684,5,3,1.6666666666666667
21685,6,4,1.5
21686,17,3,5.666666666666667
21687,40,3,13.333333333333334
21688,11,4,2.75
21689,5,3,1.6666666666666667
21690,6,2,3.0
21691,2,2,1.0
21692,2,2,1.0
21693,6,3,2.0
21694,6,3,2.0
21695,8,3,2.6666666666666665
21696,2,2,1.0
21697,3,2,1.5
21698,10,2,5.0
21699,9,5,1.8
21700,8,3,2.6666666666666665
21701,6,3,2.0
21702,9,3,3.0
21703,4,3,1.3333333333333333
21704,7,3,2.3333333333333335
21705,4,2,2.0
21706,3,2,1.5
21707,5,3,1.6666666666666667
21708,8,2,4.0
21709,5,3,1.6666666666666667
21710,6,4,1.5
21711,8,4,2.0
21712,2,2,1.0
21713,2,2,1.0
21714,2,2,1.0
21715,4,3,1.3333333333333333
21716,7,3,2.3333333333333335
21717,5,3,1.6666666666666667
21718,7,3,2.3333333333333335
21719,3,3,1.0
21720,3,3,1.0
21721,4,3,1.3333333333333333
21722,15,3,5.0
21723,3,2,1.5
21724,6,2,3.0
21725,3,2,1.5
21726,12,2,6.0
21727,6,2,3.0
21728,4,3,1.3333333333333333
21729,1,1,1.0
21730,1,1,1.0
21731,4,2,2.0
21732,4,3,1.3333333333333333
21733,3,3,1.0
21734,1,1,1.0
21735,5,3,1.6666666666666667
21736,6,2,3.0
21737,1,1,1.0
21738,5,2,2.5
21739,3,2,1.5
21740,10,3,3.3333333333333335
21741,11,3,3.6666666666666665
21742,4,3,1.3333333333333333
21743,11,3,3.6666666666666665
21744,4,2,2.0
21745,7,2,3.5
21746,6,2,3.0
21747,8,2,4.0
21748,2,2,1.0
21749,4,3,1.3333333333333333
21750,4,4,1.0
21751,5,4,1.25
21752,6,4,1.5
21753,6,3,2.0
21754,6,3,2.0
21755,4,3,1.3333333333333333
21756,6,3,2.0
21757,3,3,1.0
21758,4,3,1.3333333333333333
21759,3,3,1.0
21760,6,2,3.0
21761,2,2,1.0
21762,4,3,1.3333333333333333
21763,5,3,1.6666666666666667
21764,4,3,1.3333333333333333
21765,2,2,1.0
21766,10,3,3.3333333333333335
21767,13,3,4.333333333333333
21768,10,3,3.3333333333333335
21769,7,3,2.3333333333333335
21770,7,3,2.3333333333333335
21771,5,3,1.6666666666666667
21772,6,3,2.0
21773,8,2,4.0
21774,6,2,3.0
21775,4,2,2.0
21776,4,2,2.0
21777,6,2,3.0
21778,3,3,1.0
21779,3,2,1.5
21780,6,2,3.0
21781,4,2,2.0
21782,4,3,1.3333333333333333
21783,5,3,1.6666666666666667
21784,7,2,3.5
21785,9,4,2.25
21786,5,3,1.6666666666666667
21787,4,3,1.3333333333333333
21788,8,3,2.6666666666666665
21789,3,3,1.0
21790,2,2,1.0
21791,6,2,3.0
21792,2,2,1.0
21793,4,2,2.0
21794,8,3,2.6666666666666665
21795,3,3,1.0
21796,5,4,1.25
21797,5,3,1.6666666666666667
21798,8,2,4.0
21799,4,2,2.0
21800,5,2,2.5
21801,4,2,2.0
21802,4,2,2.0
21803,6,2,3.0
21804,3,3,1.0
21805,3,3,1.0
21806,4,2,2.0
21807,6,4,1.5
21808,4,4,1.0
21809,4,4,1.0
21810,7,4,1.75
21811,2,2,1.0
21812,5,3,1.6666666666666667
21813,4,3,1.3333333333333333
21814,2,2,1.0
21815,8,3,2.6666666666666665
21816,4,3,1.3333333333333333
21817,3,3,1.0
21818,10,3,3.3333333333333335
21819,4,3,1.3333333333333333
21820,2,2,1.0
21821,6,4,1.5
21822,3,2,1.5
21823,3,3,1.0
21824,4,2,2.0
21825,5,2,2.5
21826,5,3,1.6666666666666667
21827,3,3,1.0
21828,5,2,2.5
21829,2,2,1.0
21830,6,2,3.0
21831,4,3,1.3333333333333333
21832,3,3,1.0
21833,7,4,1.75
21834,4,4,1.0
21835,4,4,1.0
21836,5,4,1.25
21837,3,3,1.0
21838,4,2,2.0
21839,4,3,1.3333333333333333
21840,8,4,2.0
21841,5,4,1.25
21842,2,2,1.0
21843,5,3,1.6666666666666667
21844,3,3,1.0
21845,10,3,3.3333333333333335
21846,5,3,1.6666666666666667
21847,4,3,1.3333333333333333
21848,4,3,1.3333333333333333
21849,3,3,1.0
21850,5,3,1.6666666666666667
21851,5,3,1.6666666666666667
21852,8,3,2.6666666666666665
21853,4,3,1.3333333333333333
21854,4,3,1.3333333333333333
21855,4,3,1.3333333333333333
21856,6,3,2.0
21857,16,3,5.333333333333333
21858,5,3,1.6666666666666667
21859,8,4,2.0
21860,7,4,1.75
21861,7,4,1.75
21862,10,4,2.5
21863,5,4,1.25
21864,6,4,1.5
21865,5,3,1.6666666666666667
21866,2,2,1.0
21867,7,1,7.0
21868,3,2,1.5
21869,3,3,1.0
21870,4,3,1.3333333333333333
21871,4,3,1.3333333333333333
21872,16,2,8.0
21873,3,2,1.5
21874,4,2,2.0
21875,6,2,3.0
21876,4,2,2.0
21877,4,2,2.0
21878,4,2,2.0
21879,4,2,2.0
21880,4,2,2.0
21881,5,2,2.5
21882,3,2,1.5
21883,5,3,1.6666666666666667
21884,7,3,2.3333333333333335
21885,5,3,1.6666666666666667
21886,4,2,2.0
21887,4,2,2.0
21888,3,2,1.5
21889,6,3,2.0
21890,3,2,1.5
21891,4,2,2.0
21892,5,2,2.5
21893,12,3,4.0
21894,4,3,1.3333333333333333
21895,5,2,2.5
21896,12,2,6.0
21897,19,3,6.333333333333333
21898,31,3,10.333333333333334
21899,6,2,3.0
21900,6,4,1.5
21901,1,1,1.0
21902,1,1,1.0
21903,1,1,1.0
21904,2,2,1.0
21905,8,3,2.6666666666666665
21906,12,3,4.0
21907,13,4,3.25
21908,5,4,1.25
21909,5,3,1.6666666666666667
21910,8,4,2.0
21911,8,4,2.0
21912,4,3,1.3333333333333333
21913,7,3,2.3333333333333335
21914,4,2,2.0
21915,9,2,4.5
21916,6,2,3.0
21917,10,3,3.3333333333333335
21918,2,2,1.0
21919,5,2,2.5
21920,2,2,1.0
21921,4,3,1.3333333333333333
21922,4,3,1.3333333333333333
21923,4,3,1.3333333333333333
21924,4,3,1.3333333333333333
21925,3,3,1.0
21926,3,2,1.5
21927,4,3,1.3333333333333333
21928,5,3,1.6666666666666667
21929,7,4,1.75
21930,5,3,1.6666666666666667
21931,3,2,1.5
21932,3,2,1.5
21933,3,3,1.0
21934,10,4,2.5
21935,7,4,1.75
21936,4,3,1.3333333333333333
21937,3,2,1.5
21938,4,3,1.3333333333333333
21939,6,3,2.0
21940,4,3,1.3333333333333333
21941,3,2,1.5
21942,6,2,3.0
21943,6,2,3.0
21944,6,2,3.0
21945,3,2,1.5
21946,8,2,4.0
21947,10,4,2.5
21948,4,4,1.0
21949,4,4,1.0
21950,5,4,1.25
21951,6,2,3.0
21952,3,3,1.0
21953,8,3,2.6666666666666665
21954,4,3,1.3333333333333333
21955,3,3,1.0
21956,8,4,2.0
21957,8,4,2.0
21958,7,4,1.75
21959,6,4,1.5
21960,5,4,1.25
21961,22,4,5.5
21962,9,4,2.25
21963,9,4,2.25
21964,5,4,1.25
21965,4,3,1.3333333333333333
21966,6,3,2.0
21967,4,3,1.3333333333333333
21968,4,3,1.3333333333333333
21969,7,3,2.3333333333333335
21970,5,3,1.6666666666666667
21971,7,3,2.3333333333333335
21972,5,3,1.6666666666666667
21973,7,4,1.75
21974,5,4,1.25
21975,4,3,1.3333333333333333
21976,6,3,2.0
21977,6,3,2.0
21978,5,3,1.6666666666666667
21979,6,3,2.0
21980,5,4,1.25
21981,9,4,2.25
21982,7,4,1.75
21983,3,2,1.5
21984,4,2,2.0
21985,6,3,2.0
21986,5,3,1.6666666666666667
21987,5,2,2.5
21988,3,2,1.5
21989,14,3,4.666666666666667
21990,3,3,1.0
21991,11,3,3.6666666666666665
21992,9,3,3.0
21993,5,3,1.6666666666666667
21994,4,3,1.3333333333333333
21995,5,3,1.6666666666666667
21996,7,3,2.3333333333333335
21997,6,3,2.0
21998,8,4,2.0
21999,4,4,1.0
22000,7,3,2.3333333333333335
22001,3,3,1.0
22002,4,2,2.0
22003,4,3,1.3333333333333333
22004,3,2,1.5
22005,4,2,2.0
22006,4,3,1.3333333333333333
22007,8,3,2.6666666666666665
22008,3,3,1.0
22009,7,3,2.3333333333333335
22010,7,3,2.3333333333333335
22011,5,2,2.5
22012,3,3,1.0
22013,10,4,2.5
22014,12,4,3.0
22015,5,4,1.25
22016,3,3,1.0
22017,4,3,1.3333333333333333
22018,3,3,1.0
22019,3,3,1.0
22020,3,3,1.0
22021,7,4,1.75
22022,5,3,1.6666666666666667
22023,3,3,1.0
22024,5,3,1.6666666666666667
22025,3,3,1.0
22026,2,2,1.0
22027,2,2,1.0
22028,25,3,8.333333333333334
22029,4,3,1.3333333333333333
22030,3,3,1.0
22031,5,4,1.25
22032,7,4,1.75
22033,8,4,2.0
22034,6,3,2.0
22035,7,3,2.3333333333333335
22036,3,3,1.0
22037,4,3,1.3333333333333333
22038,5,3,1.6666666666666667
22039,3,3,1.0
22040,7,2,3.5
22041,3,2,1.5
22042,3,2,1.5
22043,3,2,1.5
22044,7,2,3.5
22045,2,2,1.0
22046,8,4,2.0
22047,7,4,1.75
22048,3,2,1.5
22049,5,3,1.6666666666666667
22050,3,3,1.0
22051,1,1,1.0
22052,1,1,1.0
22053,2,1,2.0
22054,1,1,1.0
22055,6,3,2.0
22056,5,3,1.6666666666666667
22057,5,3,1.6666666666666667
22058,4,3,1.3333333333333333
22059,4,3,1.3333333333333333
22060,4,2,2.0
22061,7,3,2.3333333333333335
22062,3,3,1.0
22063,5,3,1.6666666666666667
22064,5,3,1.6666666666666667
22065,7,3,2.3333333333333335
22066,3,3,1.0
22067,4,2,2.0
22068,14,3,4.666666666666667
22069,5,3,1.6666666666666667
22070,4,3,1.3333333333333333
22071,4,3,1.3333333333333333
22072,3,3,1.0
22073,15,3,5.0
22074,3,3,1.0
22075,9,3,3.0
22076,7,3,2.3333333333333335
22077,5,3,1.6666666666666667
22078,3,3,1.0
22079,12,3,4.0
22080,4,4,1.0
22081,3,2,1.5
22082,3,2,1.5
22083,3,2,1.5
22084,9,2,4.5
22085,3,3,1.0
22086,8,2,4.0
22087,3,2,1.5
22088,5,1,5.0
22089,3,1,3.0
22090,3,2,1.5
22091,10,2,5.0
22092,2,2,1.0
22093,3,3,1.0
22094,9,3,3.0
22095,3,3,1.0
22096,3,3,1.0
22097,5,3,1.6666666666666667
22098,4,3,1.3333333333333333
22099,3,3,1.0
22100,2,2,1.0
22101,6,3,2.0
22102,4,2,2.0
22103,4,2,2.0
22104,2,2,1.0
22105,9,4,2.25
22106,4,4,1.0
22107,3,3,1.0
22108,7,3,2.3333333333333335
22109,6,3,2.0
22110,6,4,1.5
22111,9,3,3.0
22112,7,3,2.3333333333333335
22113,4,3,1.3333333333333333
22114,6,3,2.0
22115,4,3,1.3333333333333333
22116,3,3,1.0
22117,16,2,8.0
22118,5,2,2.5
22119,5,4,1.25
22120,7,3,2.3333333333333335
22121,6,3,2.0
22122,3,3,1.0
22123,7,3,2.3333333333333335
22124,5,3,1.6666666666666667
22125,6,5,1.2
22126,7,3,2.3333333333333335
22127,3,3,1.0
22128,3,3,1.0
22129,9,3,3.0
22130,10,3,3.3333333333333335
22131,1,1,1.0
22132,1,1,1.0
22133,1,1,1.0
22134,1,1,1.0
22135,1,1,1.0
22136,1,1,1.0
22137,1,1,1.0
22138,2,2,1.0
22139,4,2,2.0
22140,1,1,1.0
22141,1,1,1.0
22142,5,3,1.6666666666666667
22143,1,1,1.0
22144,1,1,1.0
22145,1,1,1.0
22146,1,1,1.0
22147,21,2,10.5
22148,5,2,2.5
22149,3,2,1.5
22150,2,1,2.0
22151,2,1,2.0
22152,4,2,2.0
22153,4,2,2.0
22154,3,2,1.5
22155,4,2,2.0
22156,3,2,1.5
22157,3,2,1.5
22158,3,2,1.5
22159,3,2,1.5
22160,5,2,2.5
22161,4,2,2.0
22162,4,2,2.0
22163,3,2,1.5
22164,4,2,2.0
22165,4,2,2.0
22166,3,2,1.5
22167,4,2,2.0
22168,2,2,1.0
22169,2,2,1.0
22170,2,1,2.0
22171,4,2,2.0
22172,2,2,1.0
22173,6,1,6.0
22174,3,1,3.0
22175,1,1,1.0
22176,3,1,3.0
22177,2,2,1.0
22178,6,2,3.0
22179,5,2,2.5
22180,4,2,2.0
22181,9,3,3.0
22182,8,3,2.6666666666666665
22183,3,3,1.0
22184,14,3,4.666666666666667
22185,8,3,2.6666666666666665
22186,2,2,1.0
22187,9,2,4.5
22188,2,2,1.0
22189,10,2,5.0
22190,6,2,3.0
22191,4,2,2.0
22192,7,2,3.5
22193,6,3,2.0
22194,4,3,1.3333333333333333
22195,5,3,1.6666666666666667
22196,5,3,1.6666666666666667
22197,5,3,1.6666666666666667
22198,3,2,1.5
22199,4,2,2.0
22200,3,2,1.5
22201,3,3,1.0
22202,6,3,2.0
22203,5,2,2.5
22204,5,2,2.5
22205,7,3,2.3333333333333335
22206,7,3,2.3333333333333335
22207,6,3,2.0
22208,4,3,1.3333333333333333
22209,7,3,2.3333333333333335
22210,6,3,2.0
22211,8,4,2.0
22212,5,4,1.25
22213,7,4,1.75
22214,7,4,1.75
22215,4,4,1.0
22216,4,4,1.0
22217,9,4,2.25
22218,4,2,2.0
22219,1,1,1.0
22220,4,2,2.0
22221,2,2,1.0
22222,4,2,2.0
22223,4,3,1.3333333333333333
22224,2,2,1.0
22225,3,3,1.0
22226,3,3,1.0
22227,7,3,2.3333333333333335
22228,5,2,2.5
22229,3,2,1.5
22230,2,2,1.0
22231,5,4,1.25
22232,6,4,1.5
22233,5,3,1.6666666666666667
22234,4,3,1.3333333333333333
22235,8,2,4.0
22236,3,2,1.5
22237,3,2,1.5
22238,8,2,4.0
22239,6,2,3.0
22240,10,2,5.0
22241,3,2,1.5
22242,4,2,2.0
22243,5,2,2.5
22244,5,2,2.5
22245,5,2,2.5
22246,3,2,1.5
22247,5,3,1.6666666666666667
22248,5,3,1.6666666666666667
22249,3,3,1.0
22250,3,3,1.0
22251,5,3,1.6666666666666667
22252,3,3,1.0
22253,4,3,1.3333333333333333
22254,5,3,1.6666666666666667
22255,13,3,4.333333333333333
22256,2,2,1.0
22257,4,3,1.3333333333333333
22258,4,3,1.3333333333333333
22259,9,3,3.0
22260,2,2,1.0
22261,4,2,2.0
22262,5,2,2.5
22263,3,2,1.5
22264,2,2,1.0
22265,4,3,1.3333333333333333
22266,6,3,2.0
22267,3,3,1.0
22268,3,2,1.5
22269,21,3,7.0
22270,6,3,2.0
22271,5,3,1.6666666666666667
22272,4,3,1.3333333333333333
22273,5,3,1.6666666666666667
22274,6,2,3.0
22275,4,2,2.0
22276,2,2,1.0
22277,7,3,2.3333333333333335
22278,9,3,3.0
22279,4,3,1.3333333333333333
22280,7,3,2.3333333333333335
22281,5,3,1.6666666666666667
22282,4,3,1.3333333333333333
22283,14,3,4.666666666666667
22284,4,3,1.3333333333333333
22285,10,3,3.3333333333333335
22286,6,3,2.0
22287,12,3,4.0
22288,5,3,1.6666666666666667
22289,2,2,1.0
22290,6,2,3.0
22291,13,3,4.333333333333333
22292,3,3,1.0
22293,12,3,4.0
22294,7,2,3.5
22295,4,3,1.3333333333333333
22296,9,3,3.0
22297,4,2,2.0
22298,3,3,1.0
22299,7,3,2.3333333333333335
22300,10,3,3.3333333333333335
22301,3,3,1.0
22302,4,2,2.0
22303,7,3,2.3333333333333335
22304,6,3,2.0
22305,5,2,2.5
22306,5,2,2.5
22307,9,2,4.5
22308,2,2,1.0
22309,4,3,1.3333333333333333
22310,5,3,1.6666666666666667
22311,5,4,1.25
22312,5,3,1.6666666666666667
22313,6,5,1.2
22314,7,3,2.3333333333333335
22315,15,3,5.0
22316,4,3,1.3333333333333333
22317,2,2,1.0
22318,3,2,1.5
22319,2,2,1.0
22320,6,2,3.0
22321,4,2,2.0
22322,2,2,1.0
22323,4,3,1.3333333333333333
22324,5,3,1.6666666666666667
22325,13,2,6.5
22326,3,3,1.0
22327,12,3,4.0
22328,5,3,1.6666666666666667
22329,7,3,2.3333333333333335
22330,3,3,1.0
22331,4,3,1.3333333333333333
22332,3,3,1.0
22333,4,3,1.3333333333333333
22334,3,3,1.0
22335,5,3,1.6666666666666667
22336,5,2,2.5
22337,6,2,3.0
22338,3,2,1.5
22339,4,2,2.0
22340,5,3,1.6666666666666667
22341,7,3,2.3333333333333335
22342,8,3,2.6666666666666665
22343,4,3,1.3333333333333333
22344,5,3,1.6666666666666667
22345,16,3,5.333333333333333
22346,5,3,1.6666666666666667
22347,7,3,2.3333333333333335
22348,7,3,2.3333333333333335
22349,11,4,2.75
22350,5,4,1.25
22351,4,3,1.3333333333333333
22352,3,3,1.0
22353,4,3,1.3333333333333333
22354,8,3,2.6666666666666665
22355,4,2,2.0
22356,3,2,1.5
22357,3,2,1.5
22358,14,5,2.8
22359,6,3,2.0
22360,2,2,1.0
22361,3,2,1.5
22362,8,2,4.0
22363,3,3,1.0
22364,7,3,2.3333333333333335
22365,10,3,3.3333333333333335
22366,3,3,1.0
22367,6,3,2.0
22368,7,3,2.3333333333333335
22369,5,2,2.5
22370,4,2,2.0
22371,4,2,2.0
22372,5,3,1.6666666666666667
22373,4,2,2.0
22374,16,3,5.333333333333333
22375,3,2,1.5
22376,2,2,1.0
22377,1,1,1.0
22378,15,3,5.0
22379,6,3,2.0
22380,4,3,1.3333333333333333
22381,3,3,1.0
22382,6,3,2.0
22383,3,3,1.0
22384,3,3,1.0
22385,5,4,1.25
22386,6,3,2.0
22387,4,3,1.3333333333333333
22388,4,3,1.3333333333333333
22389,5,3,1.6666666666666667
22390,4,3,1.3333333333333333
22391,3,2,1.5
22392,7,3,2.3333333333333335
22393,9,4,2.25
22394,23,4,5.75
22395,4,3,1.3333333333333333
22396,4,3,1.3333333333333333
22397,3,3,1.0
22398,5,2,2.5
22399,4,3,1.3333333333333333
22400,3,3,1.0
22401,2,2,1.0
22402,8,3,2.6666666666666665
22403,3,3,1.0
22404,3,3,1.0
22405,6,3,2.0
22406,5,3,1.6666666666666667
22407,4,3,1.3333333333333333
22408,3,3,1.0
22409,3,2,1.5
22410,3,3,1.0
22411,4,4,1.0
22412,4,4,1.0
22413,3,2,1.5
22414,3,3,1.0
22415,8,3,2.6666666666666665
22416,4,3,1.3333333333333333
22417,6,3,2.0
22418,12,3,4.0
22419,6,3,2.0
22420,6,3,2.0
22421,3,2,1.5
22422,24,3,8.0
22423,10,3,3.3333333333333335
22424,9,3,3.0
22425,4,3,1.3333333333333333
22426,5,3,1.6666666666666667
22427,5,3,1.6666666666666667
22428,4,3,1.3333333333333333
22429,4,3,1.3333333333333333
22430,4,3,1.3333333333333333
22431,4,3,1.3333333333333333
22432,5,3,1.6666666666666667
22433,5,3,1.6666666666666667
22434,6,3,2.0
22435,6,3,2.0
22436,7,3,2.3333333333333335
22437,4,3,1.3333333333333333
22438,4,3,1.3333333333333333
22439,4,3,1.3333333333333333
22440,6,3,2.0
22441,4,3,1.3333333333333333
22442,12,3,4.0
22443,8,3,2.6666666666666665
22444,6,3,2.0
22445,8,3,2.6666666666666665
22446,5,4,1.25
22447,9,5,1.8
22448,5,4,1.25
22449,6,4,1.5
22450,8,3,2.6666666666666665
22451,3,2,1.5
22452,5,3,1.6666666666666667
22453,4,2,2.0
22454,3,2,1.5
22455,5,3,1.6666666666666667
22456,7,3,2.3333333333333335
22457,3,3,1.0
22458,5,3,1.6666666666666667
22459,6,3,2.0
22460,5,4,1.25
22461,5,4,1.25
22462,5,4,1.25
22463,23,3,7.666666666666667
22464,5,3,1.6666666666666667
22465,4,3,1.3333333333333333
22466,3,2,1.5
22467,7,4,1.75
22468,3,2,1.5
22469,3,3,1.0
22470,5,4,1.25
22471,6,3,2.0
22472,3,3,1.0
22473,3,2,1.5
22474,3,3,1.0
22475,6,3,2.0
22476,10,3,3.3333333333333335
22477,7,3,2.3333333333333335
22478,7,3,2.3333333333333335
22479,3,3,1.0
22480,3,2,1.5
22481,2,2,1.0
22482,4,2,2.0
22483,3,2,1.5
22484,4,2,2.0
22485,3,2,1.5
22486,10,4,2.5
22487,6,4,1.5
22488,7,4,1.75
22489,9,4,2.25
22490,16,3,5.333333333333333
22491,3,3,1.0
22492,3,2,1.5
22493,5,3,1.6666666666666667
22494,4,3,1.3333333333333333
22495,6,3,2.0
22496,5,3,1.6666666666666667
22497,5,2,2.5
22498,5,2,2.5
22499,4,3,1.3333333333333333
22500,12,2,6.0
22501,4,3,1.3333333333333333
22502,8,4,2.0
22503,6,3,2.0
22504,5,3,1.6666666666666667
22505,8,2,4.0
22506,7,3,2.3333333333333335
22507,2,2,1.0
22508,3,2,1.5
22509,3,3,1.0
22510,5,3,1.6666666666666667
22511,5,3,1.6666666666666667
22512,3,3,1.0
22513,11,3,3.6666666666666665
22514,6,3,2.0
22515,3,3,1.0
22516,7,3,2.3333333333333335
22517,3,3,1.0
22518,3,2,1.5
22519,6,3,2.0
22520,7,3,2.3333333333333335
22521,8,3,2.6666666666666665
22522,5,3,1.6666666666666667
22523,6,3,2.0
22524,3,2,1.5
22525,3,3,1.0
22526,5,2,2.5
22527,5,2,2.5
22528,4,2,2.0
22529,5,2,2.5
22530,6,3,2.0
22531,12,3,4.0
22532,3,3,1.0
22533,10,3,3.3333333333333335
22534,4,3,1.3333333333333333
22535,4,3,1.3333333333333333
22536,4,3,1.3333333333333333
22537,3,3,1.0
22538,6,3,2.0
22539,5,4,1.25
22540,5,4,1.25
22541,5,4,1.25
22542,6,4,1.5
22543,6,3,2.0
22544,4,3,1.3333333333333333
22545,5,4,1.25
22546,11,3,3.6666666666666665
22547,5,3,1.6666666666666667
22548,19,3,6.333333333333333
22549,6,3,2.0
22550,5,2,2.5
22551,10,2,5.0
22552,5,2,2.5
22553,7,3,2.3333333333333335
22554,7,3,2.3333333333333335
22555,3,3,1.0
22556,1,1,1.0
22557,6,3,2.0
22558,7,4,1.75
22559,4,3,1.3333333333333333
22560,3,3,1.0
22561,5,3,1.6666666666666667
22562,5,3,1.6666666666666667
22563,14,3,4.666666666666667
22564,14,3,4.666666666666667
22565,4,3,1.3333333333333333
22566,9,3,3.0
22567,3,3,1.0
22568,8,2,4.0
22569,4,3,1.3333333333333333
22570,3,2,1.5
22571,2,2,1.0
22572,9,2,4.5
22573,4,2,2.0
22574,9,2,4.5
22575,2,2,1.0
22576,7,2,3.5
22577,5,3,1.6666666666666667
